institution,code,name,department,province,district,category,longitude,latitude,business_hours,address,phone,department_code,province_code,district_code
MINSA,6087,CENTRO DE SALUD PUNTA NEGRA,LIMA,LIMA,PUNTA NEGRA,I-3,-76.796185,-12.365408,07:00 AM – 07:00 PM,Dirección del EESS,935399778,1927,1927,1927
MINSA,6088,CENTRO DE SALUD SAN BARTOLO,LIMA,LIMA,SAN BARTOLO,I-3,-76.7770243,-12.3873605,07:00 AM – 07:00 PM,Dirección del EESS,935399779,1928,1928,1928
MINSA,6089,PUESTO DE SALUD VILLA MERCEDES,LIMA,LIMA,SANTA MARIA DEL MAR,I-2,-76.773827,-12.392389,07:00 AM – 07:00 PM,Dirección del EESS,935399780,1929,1929,1929
MINSA,6090,CENTRO DE SALUD PACHACAMAC,LIMA,LIMA,PACHACAMAC,I-3,-76.8581836,-12.2282504,07:00 AM – 07:00 PM,Dirección del EESS,935399781,1930,1930,1930
MINSA,6092,CENTRO DE SALUD PORTADA DE MANCHAY,LIMA,LIMA,PACHACAMAC,I-3,-76.8818267,-12.088974,07:00 AM – 07:00 PM,Dirección del EESS,935399782,1931,1931,1931
MINSA,6102,PUESTO DE SALUD HUERTOS DE MANCHAY,LIMA,LIMA,PACHACAMAC,I-2,-76.8701936,-12.1167928,07:00 AM – 07:00 PM,Dirección del EESS,935399783,1932,1932,1932
MINSA,6103,PUESTO DE SALUD PARQUES DE MANCHAY,LIMA,LIMA,PACHACAMAC,I-2,-76.8770521,-12.0849835,07:00 AM – 07:00 PM,Dirección del EESS,935399784,1933,1933,1933
MINSA,6104,CENTRO MATERNO INFANTIL MANUEL BARRETO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-4,-76.9684425,-12.1522561,07:00 AM – 07:00 PM,Dirección del EESS,935399785,1934,1934,1934
MINSA,6105,CENTRO DE SALUD LEONOR SAAVEDRA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-3,-76.9724131,-12.1535138,07:00 AM – 07:00 PM,Dirección del EESS,935399786,1935,1935,1935
MINSA,6106,CENTRO DE SALUD VILLA SAN LUIS,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-3,-76.9708795,-12.1426786,07:00 AM – 07:00 PM,Dirección del EESS,935399787,1936,1936,1936
MINSA,6107,CENTRO MATERNO INFANTIL OLLANTAY,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-4,-76.9635479,-12.1358082,07:00 AM – 07:00 PM,Dirección del EESS,935399788,1937,1937,1937
MINSA,6109,CENTRO DE SALUD JESUS PODEROSO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-3,-76.951192,-12.1305597,07:00 AM – 07:00 PM,Dirección del EESS,935399789,1938,1938,1938
MINSA,6110,PUESTO DE SALUD SAN FRANCISCO DE LA CRUZ,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9633651,-12.1516414,07:00 AM – 07:00 PM,Dirección del EESS,935399790,1939,1939,1939
MINSA,6112,PUESTO DE SALUD LA RINCONADA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9592706,-12.1265218,07:00 AM – 07:00 PM,Dirección del EESS,935399791,1940,1940,1940
MINSA,6113,PUESTO DE SALUD EL BRILLANTE,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9691391,-12.1480219,07:00 AM – 07:00 PM,Dirección del EESS,935399792,1941,1941,1941
MINSA,6114,PUESTO DE SALUD 6 DE JULIO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.978016,-12.140567,07:00 AM – 07:00 PM,Dirección del EESS,935399793,1942,1942,1942
MINSA,6117,PAMPAS DE SAN JUAN,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.967681,-12.166744,07:00 AM – 07:00 PM,Dirección del EESS,935399794,1943,1943,1943
MINSA,6118,PUESTO DE SALUD VILLA SOLIDARIDAD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9606937,-12.1705961,07:00 AM – 07:00 PM,Dirección del EESS,935399795,1944,1944,1944
MINSA,6119,PUESTO DE SALUD RICARDO PALMA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.961124,-12.1843422,07:00 AM – 07:00 PM,Dirección del EESS,935399796,1945,1945,1945
MINSA,6120,PARAISO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9574804,-12.1838934,07:00 AM – 07:00 PM,Dirección del EESS,935399797,1946,1946,1946
MINSA,6121,SANTA URSULA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.9638798,-12.1809882,07:00 AM – 07:00 PM,Dirección del EESS,935399798,1947,1947,1947
MINSA,6122,CENTRO DE SALUD TRÉBOL AZUL,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-3,-76.9659123,-12.1775527,07:00 AM – 07:00 PM,Dirección del EESS,935399799,1948,1948,1948
MINSA,6124,CENTRO MATERNO INFANTIL CESAR LOPEZ SILVA,LIMA,LIMA,VILLA EL SALVADOR,I-4,-76.923745,-12.2301776,07:00 AM – 07:00 PM,Dirección del EESS,935399800,1949,1949,1949
MINSA,6125,CENTRO DE SALUD SAN MARTIN DE PORRES,LIMA,LIMA,VILLA EL SALVADOR,I-3,-76.9391561,-12.2120117,07:00 AM – 07:00 PM,Dirección del EESS,935399801,1950,1950,1950
MINSA,6126,PUESTO DE SALUD PRINCIPE DE ASTURIAS,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9112117,-12.2303369,07:00 AM – 07:00 PM,Dirección del EESS,935399802,1951,1951,1951
MINSA,6127,PUESTO DE SALUD PACHACAMAC,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9215566,-12.2241138,07:00 AM – 07:00 PM,Dirección del EESS,935399803,1952,1952,1952
MINSA,6128,PUESTO DE SALUD EDILBERTO RAMOS,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9351638,-12.209316,07:00 AM – 07:00 PM,Dirección del EESS,935399804,1953,1953,1953
MINSA,6129,PUESTO DE SALUD BRISAS DE PACHACAMAC,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9480428,-12.2013856,07:00 AM – 07:00 PM,Dirección del EESS,935399805,1954,1954,1954
MINSA,6130,PUESTO DE SALUD VIRGEN DE LA ASUNCION,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9292778,-12.2174846,07:00 AM – 07:00 PM,Dirección del EESS,935399806,1955,1955,1955
MINSA,6131,PUESTO DE SALUD SAGRADA FAMILIA,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9437139,-12.2091999,07:00 AM – 07:00 PM,Dirección del EESS,935399807,1956,1956,1956
MINSA,6132,CENTRO MATERNO INFANTIL SAN JOSE,LIMA,LIMA,VILLA EL SALVADOR,I-4,-76.9463104,-12.1982974,07:00 AM – 07:00 PM,Dirección del EESS,935399808,1957,1957,1957
MINSA,6133,CENTRO MATERNO INFANTIL JUAN PABLO II,LIMA,LIMA,VILLA EL SALVADOR,I-4,-76.9452898,-12.2191614,07:00 AM – 07:00 PM,Dirección del EESS,935399809,1958,1958,1958
MINSA,6134,PUESTO DE SALUD SEÑOR DE LOS MILAGROS,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.951638,-12.202803,07:00 AM – 07:00 PM,Dirección del EESS,935399810,1959,1959,1959
MINSA,6135,PUESTO DE SALUD LLANAVILLA,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9418801,-12.191279,07:00 AM – 07:00 PM,Dirección del EESS,935399811,1960,1960,1960
MINSA,6136,PUESTO DE SALUD FERNANDO LUYO SIERRA,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9425767,-12.2289028,07:00 AM – 07:00 PM,Dirección del EESS,935399812,1961,1961,1961
MINSA,6137,PUESTO DE SALUD CRISTO SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9194511,-12.2289642,07:00 AM – 07:00 PM,Dirección del EESS,935399813,1962,1962,1962
MINSA,6138,PUESTO DE SALUD SARITA COLONIA,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9444683,-12.2132707,07:00 AM – 07:00 PM,Dirección del EESS,935399814,1963,1963,1963
MINSA,6139,PUESTO DE SALUD OASIS DE VILLA,LIMA,LIMA,VILLA EL SALVADOR,I-2,-76.9346408,-12.2107913,07:00 AM – 07:00 PM,Dirección del EESS,935399815,1964,1964,1964
MINSA,6140,CENTRO DE SALUD NUEVA ESPERANZA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-3,-76.9338322,-12.1733468,07:00 AM – 07:00 PM,Dirección del EESS,935399816,1965,1965,1965
MINSA,6141,CENTRO MATERNO INFANTIL JOSE GALVEZ,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-4,-76.9072151,-12.2105625,07:00 AM – 07:00 PM,Dirección del EESS,935399817,1966,1966,1966
MINSA,6142,PUESTO DE SALUD VIRGEN DE LOURDES,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9189534,-12.1672291,07:00 AM – 07:00 PM,Dirección del EESS,935399818,1967,1967,1967
MINSA,6143,PUESTO DE SALUD NUEVA ESPERANZA ALTA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9365452,-12.1792745,07:00 AM – 07:00 PM,Dirección del EESS,935399819,1968,1968,1968
MINSA,6144,PUESTO DE SALUD CESAR VALLEJO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9371509,-12.1873045,07:00 AM – 07:00 PM,Dirección del EESS,935399820,1969,1969,1969
MINSA,6145,NUEVO PROGRESO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.92037,-12.2210199,07:00 AM – 07:00 PM,Dirección del EESS,935399821,1970,1970,1970
MINSA,6146,PUESTO DE SALUD MODULO I,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9111104,-12.2245692,07:00 AM – 07:00 PM,Dirección del EESS,935399822,1971,1971,1971
MINSA,6149,PUESTO DE SALUD DAVID GUERRERO DUARTE,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9246642,-12.1843658,07:00 AM – 07:00 PM,Dirección del EESS,935399823,1972,1972,1972
MINSA,6150,PUESTO DE SALUD SANTA ROSA LAS CONCHITAS,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9256064,-12.2062001,07:00 AM – 07:00 PM,Dirección del EESS,935399824,1973,1973,1973
MINSA,6151,CENTRO MATERNO INFANTIL VILLA MARIA DEL TRIUNFO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-4,-76.9365017,-12.1569104,07:00 AM – 07:00 PM,Dirección del EESS,935399825,1974,1974,1974
MINSA,6152,CENTRO MATERNO INFANTIL JOSE CARLOS MARIATEGUI,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-4,-76.950802,-12.147521,07:00 AM – 07:00 PM,Dirección del EESS,935399826,1975,1975,1975
MINSA,6153,CENTRO MATERNO INFANTIL DANIEL ALCIDES CARRION,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-4,-76.94539,-12.1776988,07:00 AM – 07:00 PM,Dirección del EESS,935399827,1976,1976,1976
MINSA,6154,PUESTO DE SALUD SANTA ROSA DE BELEN,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9503419,-12.1579964,07:00 AM – 07:00 PM,Dirección del EESS,935399828,1977,1977,1977
MINSA,6155,CENTRO DE SALUD MENTAL COMUNITARIO SAN GABRIEL ALTO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-3,-76.9482472,-12.1366584,07:00 AM – 07:00 PM,Dirección del EESS,935399829,1978,1978,1978
MINSA,6157,PUESTO DE SALUD BUENOS AIRES,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9550396,-12.1477625,07:00 AM – 07:00 PM,Dirección del EESS,935399830,1979,1979,1979
MINSA,6158,PUESTO DE SALUD VILLA LIMATAMBO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9421011,-12.1345619,07:00 AM – 07:00 PM,Dirección del EESS,935399831,1980,1980,1980
MINSA,6159,PUESTO DE SALUD VALLE ALTO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.9386401,-12.1418012,07:00 AM – 07:00 PM,Dirección del EESS,935399832,1981,1981,1981
MINSA,6160,PUESTO DE SALUD MICAELA BASTIDAS,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-2,-76.950034,-12.1726057,07:00 AM – 07:00 PM,Dirección del EESS,935399833,1982,1982,1982
MINSA,6162,CENTRO DE EMERGENCIAS SAN PEDRO DE LOS CHORRILLOS,LIMA,LIMA,CHORRILLOS,I-4,-77.0235903,-12.166438,07:00 AM – 07:00 PM,Dirección del EESS,935399834,1983,1983,1983
MINSA,6163,PUESTO DE SALUD LEONCIO PRADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES,I-2,-76.961406,-12.136654,07:00 AM – 07:00 PM,Dirección del EESS,935399835,1984,1984,1984
MINSA,6164,CENTRO MATERNO INFANTIL TABLADA DE LURIN,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,I-4,-76.9274519,-12.1910331,07:00 AM – 07:00 PM,Dirección del EESS,935399836,1985,1985,1985
MINSA,6170,CENTRO DE SALUD MAX ARIAS SCHREIBER,LIMA,LIMA,LA VICTORIA,I-3,-77.03213,-12.0608274,07:00 AM – 07:00 PM,Dirección del EESS,935399837,1986,1986,1986
MINSA,6171,CENTRO DE SALUD JUAN PEREZ CARRANZA,LIMA,LIMA,LIMA,I-3,-77.022701,-12.0537765,07:00 AM – 07:00 PM,Dirección del EESS,935399838,1987,1987,1987
MINSA,6173,EL PINO,LIMA,LIMA,LA VICTORIA,I-3,-76.9984109,-12.0671117,07:00 AM – 07:00 PM,Dirección del EESS,935399839,1988,1988,1988
MINSA,6174,CLAS CERRO EL PINO,LIMA,LIMA,LA VICTORIA,I-2,-76.9984109,-12.0671117,07:00 AM – 07:00 PM,Dirección del EESS,935399840,1989,1989,1989
MINSA,6175,EL PORVENIR,LIMA,LIMA,LA VICTORIA,I-4,-77.0209069,-12.0676604,07:00 AM – 07:00 PM,Dirección del EESS,935399841,1990,1990,1990
MINSA,6176,SAN COSME,LIMA,LIMA,LA VICTORIA,I-3,-77.0067738,-12.0619424,07:00 AM – 07:00 PM,Dirección del EESS,935399842,1991,1991,1991
MINSA,6178,CENTRO DE SALUD MATERNO INFANTIL SURQUILLO,LIMA,LIMA,SURQUILLO,I-4,-77.022067,-12.1182384,07:00 AM – 07:00 PM,Dirección del EESS,935399843,1992,1992,1992
MINSA,6179,CENTRO DE SALUD SAN ATANACIO DE PEDREGAL,LIMA,LIMA,SURQUILLO,I-3,-76.9990462,-12.1212565,07:00 AM – 07:00 PM,Dirección del EESS,935399844,1993,1993,1993
MINSA,6180,VILLA VICTORIA PORVENIR,LIMA,LIMA,SURQUILLO,I-3,-77.0120429,-12.1088569,07:00 AM – 07:00 PM,Dirección del EESS,935399845,1994,1994,1994
MINSA,6181,SAN JUAN MASIAS,LIMA,LIMA,SAN BORJA,I-2,-77.0023224,-12.0843101,07:00 AM – 07:00 PM,Dirección del EESS,935399846,1995,1995,1995
MINSA,6183,CENTRO DE SALUD TODOS LOS SANTOS SAN BORJA,LIMA,LIMA,SAN BORJA,I-3,-76.9934694,-12.1020977,07:00 AM – 07:00 PM,Dirección del EESS,935399847,1996,1996,1996
MINSA,6184,CENTRO DE SALUD BREÑA,LIMA,LIMA,BREÑA,I-3,-77.05366011,-12.0569101,07:00 AM – 07:00 PM,Dirección del EESS,935399848,1997,1997,1997
MINSA,6185,CENTRO DE SALUD CHACRA COLORADA,LIMA,LIMA,BREÑA,I-3,-77.0481128,-12.0539039,07:00 AM – 07:00 PM,Dirección del EESS,935399849,1998,1998,1998
MINSA,6186,CONDE DE LA VEGA BAJA,LIMA,LIMA,LIMA,I-3,-77.05043753,-12.039118,07:00 AM – 07:00 PM,Dirección del EESS,935399850,1999,1999,1999
MINSA,6187,CENTRO DE SALUD MIRONES BAJO,LIMA,LIMA,LIMA,I-3,-77.0722189,-12.0359928,07:00 AM – 07:00 PM,Dirección del EESS,935399851,2000,2000,2000
MINSA,6188,PUESTO DE SALUD RESCATE,LIMA,LIMA,LIMA,I-2,-77.0623558,-12.0411673,07:00 AM – 07:00 PM,Dirección del EESS,935399852,2001,2001,2001
MINSA,6189,PUESTO DE SALUD PALERMO,LIMA,LIMA,LIMA,I-2,-77.0688186,-12.0410293,07:00 AM – 07:00 PM,Dirección del EESS,935399853,2002,2002,2002
MINSA,6191,CENTRO DE SALUD SAN SEBASTIAN,LIMA,LIMA,LIMA,I-3,-77.0387974,-12.0428657,07:00 AM – 07:00 PM,Dirección del EESS,935399854,2003,2003,2003
MINSA,6192,MIRONES,LIMA,LIMA,LIMA,I-3,-77.0673543,-12.0509882,07:00 AM – 07:00 PM,Dirección del EESS,935399855,2004,2004,2004
MINSA,6193,CENTRO DE SALUD UNIDAD VECINAL Nº 3,LIMA,LIMA,LIMA,I-3,-77.0821925,-12.0512449,07:00 AM – 07:00 PM,Dirección del EESS,935399856,2005,2005,2005
MINSA,6194,CENTRO DE SALUD VILLA MARIA PERPETUO SOCORRO,LIMA,LIMA,LIMA,I-3,-77.0598619,-12.0367561,07:00 AM – 07:00 PM,Dirección del EESS,935399857,2006,2006,2006
MINSA,6195,CENTRO DE SALUD LINCE,LIMA,LIMA,LINCE,I-3,-77.0318652,-12.0820795,07:00 AM – 07:00 PM,Dirección del EESS,935399858,2007,2007,2007
MINSA,6196,CENTRO DE SALUD MATERNO INFANTIL MAGDALENA,LIMA,LIMA,MAGDALENA DEL MAR,I-4,-77.0686271,-12.0886944,07:00 AM – 07:00 PM,Dirección del EESS,935399859,2008,2008,2008
MINSA,6197,CENTRO DE SALUD SAN ISIDRO,LIMA,LIMA,SAN ISIDRO,I-3,-77.0549116,-12.1067332,07:00 AM – 07:00 PM,Dirección del EESS,935399860,2009,2009,2009
MINSA,6198,CENTRO DE SALUD SAN MIGUEL,LIMA,LIMA,SAN MIGUEL,I-3,-77.0987145,-12.0813992,07:00 AM – 07:00 PM,Dirección del EESS,935399861,2010,2010,2010
MINSA,6199,PUESTO DE SALUD HUACA PANDO,LIMA,LIMA,SAN MIGUEL,I-2,-77.083277,-12.061614,07:00 AM – 07:00 PM,Dirección del EESS,935399862,2011,2011,2011
MINSA,6200,CENTRO DE SALUD SANTA CRUZ DE MIRAFLORES,LIMA,LIMA,MIRAFLORES,I-3,-77.0366847,-12.1189648,07:00 AM – 07:00 PM,Dirección del EESS,935399863,2012,2012,2012
MINSA,6201,JESUS MARIA,LIMA,LIMA,JESUS MARIA,I-3,-77.0530192,-12.0779014,07:00 AM – 07:00 PM,Dirección del EESS,935399864,2013,2013,2013
MINSA,6202,CENTRO REF. ESP. ANTIRRABICO - ESPECIALIZADO EN ZOONOSIS,LIMA,LIMA,LIMA,I-3,-77.0621235,-12.050132,07:00 AM – 07:00 PM,Dirección del EESS,935399865,2014,2014,2014
MINSA,6203,CENTRO ESPECIALIZADO DE REFERENCIA DE ITSS Y VIH/SIDA RAUL PATRUCCO PUIG,LIMA,LIMA,LIMA,I-3,-77.0231298,-12.0531204,07:00 AM – 07:00 PM,Dirección del EESS,935399866,2015,2015,2015
MINSA,6206,NACIONAL  DOS DE MAYO,LIMA,LIMA,LIMA,III-1,-77.0162686,-12.0571705,07:00 AM – 07:00 PM,Dirección del EESS,935399867,2016,2016,2016
MINSA,6207,HOSPITAL NACIONAL ARZOBISPO LOAYZA,LIMA,LIMA,LIMA,III-1,-77.0425597,-12.0498454,07:00 AM – 07:00 PM,Dirección del EESS,935399868,2017,2017,2017
MINSA,6208,INSTITUTO NACIONAL MATERNO PERINATAL,LIMA,LIMA,LIMA,III-2,-77.0221718,-12.0529163,07:00 AM – 07:00 PM,Dirección del EESS,935399869,2018,2018,2018
MINSA,6209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,LIMA,LIMA,LIMA,III-2,-77.0156898,-12.0462295,07:00 AM – 07:00 PM,Dirección del EESS,935399870,2019,2019,2019
MINSA,6210,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA,LIMA,SURQUILLO,III-2,-76.9991488,-12.1117911,07:00 AM – 07:00 PM,Dirección del EESS,935399871,2020,2020,2020
MINSA,6211,HOSPITAL DE APOYO SANTA ROSA,LIMA,LIMA,PUEBLO LIBRE,III-1,-77.0610651,-12.0716016,07:00 AM – 07:00 PM,Dirección del EESS,935399872,2021,2021,2021
MINSA,6212,HOSPITAL DE EMERGENCIAS PEDIATRICAS,LIMA,LIMA,LA VICTORIA,III-E,-77.0217293,-12.0581708,07:00 AM – 07:00 PM,Dirección del EESS,935399873,2022,2022,2022
MINSA,6213,HOSPITAL DE EMERGENCIAS JOSE CASIMIRO ULLOA,LIMA,LIMA,MIRAFLORES,III-E,-77.0180619,-12.1282107,07:00 AM – 07:00 PM,Dirección del EESS,935399874,2023,2023,2023
MINSA,6214,HOSPITAL VICTOR LARCO HERRERA,LIMA,LIMA,MAGDALENA DEL MAR,III-1,-77.065756,-12.098705,07:00 AM – 07:00 PM,Dirección del EESS,935399875,2024,2024,2024
MINSA,6215,HOSPITAL NACIONAL DOCENTE MADRE NIÑO SAN BARTOLOME,LIMA,LIMA,LIMA,III-1,-77.0423608,-12.0499179,07:00 AM – 07:00 PM,Dirección del EESS,935399876,2025,2025,2025
MINSA,6216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,LIMA,LIMA,BREÑA,III-2,-77.0459873,-12.0654786,07:00 AM – 07:00 PM,Dirección del EESS,935399877,2026,2026,2026
MINSA,6217,INO DR. FRANCISCO CONTRERAS C.,LIMA,LIMA,LIMA,III-2,-77.0550192,-12.0518041,07:00 AM – 07:00 PM,Dirección del EESS,935399878,2027,2027,2027
GOBIERNO REGIONAL,6218,NAC. DANIEL A. CARRION,CALLAO,CALLAO,BELLAVISTA,III-1,-77.124813,-12.063792,07:00 AM – 07:00 PM,Dirección del EESS,935399879,2028,2028,2028
GOBIERNO REGIONAL,6219,HOSPITAL SAN JOSE,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,II-2,-77.09846168,-12.04273444,07:00 AM – 07:00 PM,Dirección del EESS,935399880,2029,2029,2029
GOBIERNO REGIONAL,6221,C.S. ALBERTO BARTON,CALLAO,CALLAO,CALLAO,I-3,-77.13882432,-12.05394219,07:00 AM – 07:00 PM,Dirección del EESS,935399881,2030,2030,2030
GOBIERNO REGIONAL,6222,CALLAO,CALLAO,CALLAO,CALLAO,I-2,-77.1028097,-12.05194895,07:00 AM – 07:00 PM,Dirección del EESS,935399882,2031,2031,2031
GOBIERNO REGIONAL,6228,C.S. NESTOR GAMBETTA,CALLAO,CALLAO,CALLAO,I-4,-77.12024461,-12.04253586,07:00 AM – 07:00 PM,Dirección del EESS,935399883,2032,2032,2032
GOBIERNO REGIONAL,6230,CENTRO DE SALUD ACAPULCO,CALLAO,CALLAO,CALLAO,I-4,-77.13692002,-12.02215478,07:00 AM – 07:00 PM,Dirección del EESS,935399884,2033,2033,2033
GOBIERNO REGIONAL,6231,RAMON CASTILLA,CALLAO,CALLAO,CALLAO,I-2,-77.12248919,-12.0410186,07:00 AM – 07:00 PM,Dirección del EESS,935399885,2034,2034,2034
GOBIERNO REGIONAL,6234,P.S. SANTA ROSA,CALLAO,CALLAO,CALLAO,I-2,-77.11113384,-12.04586988,07:00 AM – 07:00 PM,Dirección del EESS,935399886,2035,2035,2035
GOBIERNO REGIONAL,6238,C.S. MARQUEZ,CALLAO,CALLAO,CALLAO,I-4,-77.13418214,-11.94257438,07:00 AM – 07:00 PM,Dirección del EESS,935399887,2036,2036,2036
GOBIERNO REGIONAL,6239,C.S. SESQUICENTENARIO,CALLAO,CALLAO,CALLAO,I-3,-77.09673001,-12.00969499,07:00 AM – 07:00 PM,Dirección del EESS,935399888,2037,2037,2037
GOBIERNO REGIONAL,6242,PUESTO DE SALUD PLAYA RIMAC,CALLAO,CALLAO,CALLAO,I-2,-77.0963773,-12.03794156,07:00 AM – 07:00 PM,Dirección del EESS,935399889,2038,2038,2038
GOBIERNO REGIONAL,6243,P. S. FAUCETT,CALLAO,CALLAO,CALLAO,I-2,-77.12085548,-11.99616332,07:00 AM – 07:00 PM,Dirección del EESS,935399890,2039,2039,2039
GOBIERNO REGIONAL,6244,P.S. 200 MILLAS,CALLAO,CALLAO,CALLAO,I-2,-77.12492365,-11.99509597,07:00 AM – 07:00 PM,Dirección del EESS,935399891,2040,2040,2040
GOBIERNO REGIONAL,6248,P.S. POLIGONO IV,CALLAO,CALLAO,CALLAO,I-2,-77.10084785,-12.02515855,07:00 AM – 07:00 PM,Dirección del EESS,935399892,2041,2041,2041
GOBIERNO REGIONAL,6249,C.S. BELLAVISTA PERU COREA,CALLAO,CALLAO,BELLAVISTA,I-4,-77.10633786,-12.06171682,07:00 AM – 07:00 PM,Dirección del EESS,935399893,2042,2042,2042
GOBIERNO REGIONAL,6252,C.S. CARMEN DE LA LEGUA,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,I-3,-77.09011698,-12.04001323,07:00 AM – 07:00 PM,Dirección del EESS,935399894,2043,2043,2043
GOBIERNO REGIONAL,6253,VILLA SR. DE LOS MILAGROS,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,I-2,-77.08542386,-12.04196315,07:00 AM – 07:00 PM,Dirección del EESS,935399895,2044,2044,2044
GOBIERNO REGIONAL,6255,P.S. VENTANILLA ALTA,CALLAO,CALLAO,VENTANILLA,I-2,-77.10995729,-11.87255066,07:00 AM – 07:00 PM,Dirección del EESS,935399896,2045,2045,2045
GOBIERNO REGIONAL,6256,CENTRO DE SALUD VILLA LOS REYES,CALLAO,CALLAO,VENTANILLA,I-4,-77.12271214,-11.82855773,07:00 AM – 07:00 PM,Dirección del EESS,935399897,2046,2046,2046
GOBIERNO REGIONAL,6257,P. S. ANGAMOS,CALLAO,CALLAO,VENTANILLA,I-2,-77.12773026,-11.89274295,07:00 AM – 07:00 PM,Dirección del EESS,935399898,2047,2047,2047
GOBIERNO REGIONAL,6259,P.S. VENTANILLA ESTE,CALLAO,CALLAO,VENTANILLA,I-2,-77.11760677,-11.94239104,07:00 AM – 07:00 PM,Dirección del EESS,935399899,2048,2048,2048
GOBIERNO REGIONAL,6260,PUESTO DE SALUD MI PERU,CALLAO,CALLAO,MI PERU,I-2,-77.12307882,-11.85554679,07:00 AM – 07:00 PM,Dirección del EESS,935399900,2049,2049,2049
GOBIERNO REGIONAL,6262,P.S. HIJOS DEL ALMIRANTE GRAU,CALLAO,CALLAO,VENTANILLA,I-2,-77.13208529,-11.88563281,07:00 AM – 07:00 PM,Dirección del EESS,935399901,2050,2050,2050
GOBIERNO REGIONAL,6264,P.S. BAHIA BLANCA,CALLAO,CALLAO,VENTANILLA,I-2,-77.15849933,-11.83522846,07:00 AM – 07:00 PM,Dirección del EESS,935399902,2051,2051,2051
GOBIERNO REGIONAL,6267,P.S. CIUDAD PACHACUTEC,CALLAO,CALLAO,VENTANILLA,I-2,-77.15225242,-11.84677854,07:00 AM – 07:00 PM,Dirección del EESS,935399903,2052,2052,2052
GOBIERNO REGIONAL,6268,P.S. DEFENSORES DE LA PATRIA,CALLAO,CALLAO,VENTANILLA,I-2,-77.13753281,-11.87633106,07:00 AM – 07:00 PM,Dirección del EESS,935399904,2053,2053,2053
GOBIERNO REGIONAL,6270,NUEVA RIOJA,SAN MARTIN,RIOJA,RIOJA,I-3,-77.1694907,-6.05584558,07:00 AM – 07:00 PM,Dirección del EESS,935399905,2054,2054,2054
